ID,Account Number,Account Name,Longitude,Latitude,Accessibility,Hours,Street Address,City,State,Zip Code,Languages,Current Account Balance
13,56c66be5a73e492741506f37,Seven Corners 1,-77.1506881,38.8689155,True,"['24 hours a day, 7 days a week']",6367 Seven Corners Center,Falls Church,VA,22044,"['Portuguese', 'Hindustani', 'Spanish', 'Chinese', 'Korean', 'English']",50772
14,56c66be5a73e492741506f39,WMATA - Rosslyn 1,-77.071978,38.896854,False,"['24 hours a day, 7 days a week']",1850 North Moore Street,Arlington,VA,22209,"['Hindustani', 'Portuguese', 'Chinese', 'French', 'Spanish', 'English']",532878
15,56c66be5a73e492741506f3a,Rosslyn 1,-77.0702878,38.8947171,True,"['24 hours a day, 7 days a week']",1100 Wilson Boulevard,Arlington,VA,22209,"['Hindustani', 'English']",472085
16,56c66be5a73e492741506f3b,Rosslyn 2,-77.0702878,38.8947171,False,"['24 hours a day, 7 days a week']",1100 Wilson Boulevard,Arlington,VA,22209,"['Spanish', 'English']",504587
17,56c66be5a73e492741506f3c,Little Falls 1,-77.1192523,38.9500943,False,"['24 hours a day, 7 days a week']",4701 Sangamore Road,Bethesda,MD,20816,"['Portuguese', 'Chinese', 'French', 'Hindustani', 'Spanish', 'Korean', 'English']",804024
18,56c66be5a73e492741506f38,Seven Corners 2,-77.1506881,38.8689155,True,"['24 hours a day, 7 days a week']",6367 Seven Corners Center,Falls Church,VA,22044,"['Portuguese', 'French', 'Hindustani', 'Chinese', 'English']",493502
19,56c66be5a73e492741506f3d,Little Falls 2,-77.1192523,38.9500943,True,"['24 hours a day, 7 days a week']",4701 Sangamore Road,Bethesda,MD,20816,"['French', 'Korean', 'Portuguese', 'Spanish', 'English']",836150
20,56c66be5a73e492741506f3e,American University 2,-77.0871844,38.9392871,False,"['24 hours a day, 7 days a week']","4400 Massachusetts Avenue, NW",Washington,DC,20016,"['Spanish', 'Chinese', 'Hindustani', 'French', 'Portuguese', 'Korean', 'English']",759567
21,56c66be5a73e492741506f3f,American University Remote 1,-77.0871844,38.9392871,True,"['24 hours a day, 7 days a week']","4400 Massachusetts Avenue, NW",Washington,DC,20016,"['French', 'Hindustani', 'Korean', 'Chinese', 'Spanish', 'English']",901065
22,56c66be5a73e492741506f40,American University Remote 4,-77.0871844,38.9392871,True,"['24 hours a day, 7 days a week']","4400 Massachusetts Avenue, NW",Washington,DC,20016,"['French', 'Korean', 'Spanish', 'Hindustani', 'English']",145602
23,56c66be5a73e492741506f42,American University Remote 6,-77.0871844,38.9392871,False,"['24 hours a day, 7 days a week']","4400 Massachusetts Avenue, NW",Washington,DC,20016,"['Portuguese', 'English']",740654
24,56c66be5a73e492741506f41,American University Remote 5,-77.0871844,38.9392871,False,"['24 hours a day, 7 days a week']","4400 Massachusetts Avenue, NW",Washington,DC,20016,"['French', 'Korean', 'Chinese', 'Portuguese', 'Hindustani', 'Spanish', 'English']",883908
25,56c66be5a73e492741506f43,Spring Valley 1,-77.0961428,38.9449596,True,"['24 hours a day, 7 days a week']",4860 Massachusettes Avenue NW,Washington,DC,20016,['English'],4274
26,56c66be5a73e492741506f45,M Street 1,-77.0653548,38.905297,False,"['24 hours a day, 7 days a week']","3279 M Street, NW",Washington,DC,20007,"['Portuguese', 'Spanish', 'Chinese', 'Korean', 'English']",580862
27,56c66be5a73e492741506f44,Spring Valley 2,-77.0961428,38.9449596,True,"['24 hours a day, 7 days a week']",4860 Massachusettes Avenue NW,Washington,DC,20016,"['French', 'English']",846077
28,56c66be5a73e492741506f47,Georgetown 2,-77.0646324,38.9102227,True,"['24 hours a day, 7 days a week']",1545 Wisconsin Avenue NW,Washington,DC,20007,"['Korean', 'Spanish', 'Chinese', 'Hindustani', 'Portuguese', 'French', 'English']",643067
29,56c66be5a73e492741506f46,Georgetown 1,-77.0646324,38.9102227,False,"['24 hours a day, 7 days a week']",1545 Wisconsin Avenue NW,Washington,DC,20007,['English'],166339
30,56c66be5a73e492741506f48,Falls Church 1,-77.18639209999999,38.8923369,True,"['24 hours a day, 7 days a week']",1100 W Broad Street,Falls Church,VA,22046,"['Hindustani', 'English']",508011
31,56c66be5a73e492741506f49,Falls Church 2,-77.18639209999999,38.8923369,True,"['24 hours a day, 7 days a week']",1100 W Broad Street,Falls Church,VA,22046,"['Portuguese', 'French', 'Spanish', 'Hindustani', 'Chinese', 'English']",621569
32,56c66be5a73e492741506f4a,WMATA - West Falls Church 1,-77.1878309,38.8977328,False,"['24 hours a day, 7 days a week']",7040 Haycock Road,Falls Church,VA,22043,"['Korean', 'French', 'Portuguese', 'Chinese', 'Spanish', 'English']",486857
33,56c66be5a73e492741506f4c,McLean 2,-77.17829449999999,38.932887,False,"['24 hours a day, 7 days a week']",1439 Chain Bridge Road,McLean,VA,22101,"['Portuguese', 'Korean', 'Spanish', 'Chinese', 'French', 'English']",444425
34,56c66be5a73e492741506f4d,McLean 3,-77.17829449999999,38.932887,True,"['24 hours a day, 7 days a week']",1439 Chain Bridge Road,McLean,VA,22101,"['Korean', 'English']",701216
35,56c66be5a73e492741506f4b,McLean 1,-77.17829449999999,38.932887,True,"['24 hours a day, 7 days a week']",1439 Chain Bridge Road,McLean,VA,22101,['English'],273775
36,56c66be5a73e492741506f4e,Columbia Pike 2,-77.09358499999999,38.8605859,False,"['24 hours a day, 7 days a week']",3532 Columbia Pike,Arlington,VA,22204,"['Korean', 'French', 'Chinese', 'English']",342742
37,56c66be5a73e492741506f4f,Columbia Pike 3,-77.09358499999999,38.8605859,True,"['24 hours a day, 7 days a week']",3532 Columbia Pike,Arlington,VA,22204,"['French', 'Chinese', 'English']",562566
38,56c66be5a73e492741506f50,Columbia Pike 4,-77.09358499999999,38.8605859,False,"['24 hours a day, 7 days a week']",3532 Columbia Pike,Arlington,VA,22204,"['Portuguese', 'French', 'English']",857035
39,56c66be5a73e492741506f51,The Foundry Building,-77.0596966,38.90372,True,"['24 hours a day, 7 days a week']",1055 Thomas Jefferson Street NW,Washington,DC,20007,"['Spanish', 'French', 'Korean', 'Hindustani', 'English']",704939
40,56c66be5a73e492741506f52,Tenleytown 1,-77.0848741,38.9590565,False,"['24 hours a day, 7 days a week']",4000 Wisconsin Avenue,Washington,DC,20016,"['Chinese', 'Hindustani', 'English']",121452
41,56c66be5a73e492741506f53,Tenleytown 2,-77.0848741,38.9590565,False,"['24 hours a day, 7 days a week']",4000 Wisconsin Avenue,Washington,DC,20016,"['Korean', 'French', 'Hindustani', 'Spanish', 'English']",226488
42,56c66be5a73e492741506f54,Dolley Madison 1,-77.1823211,38.9380881,False,"['24 hours a day, 7 days a week']",6890 Elm Street,McLean,VA,22101,['English'],546950
43,56c66be5a73e492741506f56,Dolley Madison 3,-77.1823211,38.9380881,False,"['24 hours a day, 7 days a week']",6890 Elm Street,McLean,VA,22101,"['French', 'Spanish', 'Korean', 'Portuguese', 'Chinese', 'Hindustani', 'English']",596903
44,56c66be5a73e492741506f55,Dolley Madison 2,-77.1823211,38.9380881,False,"['24 hours a day, 7 days a week']",6890 Elm Street,McLean,VA,22101,"['Chinese', 'Korean', 'French', 'Hindustani', 'Spanish', 'English']",278569
45,56c66be5a73e492741506f57,Leesburg Pike Plaza 1,-77.1172646,38.8491288,True,"['24 hours a day, 7 days a week']",3499 S Jefferson Street,Bailey's Crossroads,VA,22041,"['Spanish', 'Portuguese', 'Hindustani', 'French', 'English']",605214
46,56c66be5a73e492741506f58,Leesburg Pike Plaza 2,-77.1172646,38.8491288,True,"['24 hours a day, 7 days a week']",3499 S Jefferson Street,Bailey's Crossroads,VA,22041,"['Hindustani', 'English']",422814
47,56c66be5a73e492741506f59,Leesburg Pike Plaza 3,-77.1172646,38.8491288,True,"['24 hours a day, 7 days a week']",3499 S Jefferson Street,Bailey's Crossroads,VA,22041,"['Spanish', 'Hindustani', 'English']",70907
48,56c66be5a73e492741506f5b,WMATA - Foggy Bottom 1,-77.04966999999999,38.9005805,True,"['24 hours a day, 7 days a week']","2301 I Street, NW",Washington,DC,20037,"['Chinese', 'Korean', 'Spanish', 'French', 'English']",474740
49,56c66be5a73e492741506f5c,Westbard #1,-77.1066261,38.96369560000001,False,"['24 hours a day, 7 days a week']",5370 Westbard Avenue,Bethesda,MD,20816,['English'],893316
50,56c66be5a73e492741506f5a,Shaw Pittman Building 1,-77.0507354,38.9070597,True,"['24 hours a day, 7 days a week']",2300 N Street NW,Washington,DC,20037,"['Korean', 'Hindustani', 'Chinese', 'Portuguese', 'English']",586731
51,56c66be5a73e492741506f5e,Cleveland Park 1,-77.0582046,38.93625110000001,True,"['24 hours a day, 7 days a week']",3519 Connecticut Avenue,Washington,DC,20008,"['Spanish', 'English']",979533
52,56c66be5a73e492741506f5d,Westbard #2,-77.1066261,38.96369560000001,False,"['24 hours a day, 7 days a week']",5370 Westbard Avenue,Bethesda,MD,20816,"['Spanish', 'Chinese', 'Korean', 'Portuguese', 'English']",626006
53,56c66be5a73e492741506f60,Idlywood Plaza 1,-77.20388249999999,38.9024769,True,"['24 hours a day, 7 days a week']",7501 Leesburg Pike,Falls Church,VA,22043,"['Portuguese', 'French', 'Spanish', 'Chinese', 'English']",791977
54,56c66be5a73e492741506f5f,Westbard Kiosk 1,-77.106949,38.9643486,True,"['24 hours a day, 7 days a week']",5420 Westbard Avenue,Bethesda,MD,20816,"['French', 'English']",789872
55,56c66be5a73e492741506f61,Idlywood Plaza 2,-77.20388249999999,38.9024769,True,"['24 hours a day, 7 days a week']",7501 Leesburg Pike,Falls Church,VA,22043,"['Hindustani', 'Chinese', 'French', 'Portuguese', 'Korean', 'Spanish', 'English']",9192
56,56c66be5a73e492741506f62,Mazza Gallerie 1,-77.0848741,38.9590565,False,"['24 hours a day, 7 days a week']",5300 Wisconsin Avenue,Washington,DC,20015,"['Hindustani', 'Korean', 'English']",409137
57,56c66be5a73e492741506f63,Dupont 1,-77.0457103,38.91374560000001,True,"['24 hours a day, 7 days a week']",1743 - 1749 Connecticut Avenue NW,Washington,DC,20009,"['Portuguese', 'Korean', 'English']",627307
58,56c66be5a73e492741506f65,2000 Pennsylvania Avenue 2,-77.0459826,38.90017479999999,False,"['24 hours a day, 7 days a week']",2000 Pennsylvania Avenue NW,Washington,DC,20006,"['Korean', 'English']",811978
59,56c66be5a73e492741506f66,WMATA - Dupont Circle 1,-77.0448991,38.9110364,False,"['24 hours a day, 7 days a week']","1525 20th Street, NW",Washington,DC,20036,"['Spanish', 'Chinese', 'Korean', 'English']",24082
60,56c66be5a73e492741506f67,WMATA - Friendship Heights 1,-77.0857097,38.96085850000001,True,"['24 hours a day, 7 days a week']","5337 Wisconsin Avenue, NW",Washington,DC,20015,"['Hindustani', 'Portuguese', 'French', 'Spanish', 'English']",224056
61,56c66be5a73e492741506f68,Wisconsin Place,-78.062917,34.7162747,True,"['Sun 12 PM - 7 PM', 'Mon 10 AM - 8 PM', 'Tue 10 AM - 8 PM', 'Wed 10 AM - 8 PM', 'Thu 10 AM - 8 PM', 'Fri 10 AM - 8 PM', 'Sat 12 PM - 7 PM']","4412 Willard Avenue, Suite # 1",Chevy Chase,MD,20815,"['French', 'Hindustani', 'Portuguese', 'Chinese', 'Korean', 'English']",483485
62,56c66be5a73e492741506f69,WMATA - Pentagon 1,-77.0558384,38.8708761,False,"['24 hours a day, 7 days a week']",2 South Rotary Road,Arlington,VA,22202,"['Spanish', 'French', 'English']",412302
63,56c66be5a73e492741506f6a,International Square Remote 1,-77.0430097,38.9019865,True,"['24 hours a day, 7 days a week']",1850 K Street NW,Washington,DC,20006,"['Portuguese', 'Chinese', 'Spanish', 'English']",645013
64,56c66be5a73e492741506f64,2000 Pennsylvania Avenue 1,-77.0459826,38.90017479999999,False,"['24 hours a day, 7 days a week']",2000 Pennsylvania Avenue NW,Washington,DC,20006,"['French', 'Korean', 'Portuguese', 'Spanish', 'Hindustani', 'English']",188581
65,56c66be5a73e492741506f6b,18th &amp; M 1,-77.04193819999999,38.9053571,False,"['24 hours a day, 7 days a week']","1800 M Street, NW",Washington,DC,20036,"['French', 'English']",517903
66,56c66be5a73e492741506f6c,18th &amp; M 2,-77.04193819999999,38.9053571,False,"['24 hours a day, 7 days a week']","1800 M Street, NW",Washington,DC,20036,"['Hindustani', 'French', 'Korean', 'Chinese', 'Spanish', 'English']",780761
67,56c66be5a73e492741506f6d,18th &amp; M 3,-77.04193819999999,38.9053571,True,"['24 hours a day, 7 days a week']","1800 M Street, NW",Washington,DC,20036,"['French', 'Chinese', 'Spanish', 'English']",175264
68,56c66be5a73e492741506f6e,Western Avenue 1,-77.0849195,38.9625208,False,"['24 hours a day, 7 days a week']",5459 Wisconsin Avenue,Chevy Chase,MD,20815,"['Spanish', 'English']",98204
69,56c66be5a73e492741506f6f,WMATA - Farragut West 1,-77.0419007,38.901438,True,"['24 hours a day, 7 days a week']","900 18th Streeet, NW",Washington,DC,20006,['English'],659161
70,56c66be5a73e492741506f70,Pentagon City Fashion Centre 1,-77.0601179,38.8639404,False,"['24 hours a day, 7 days a week']",1100 South Hayes Street,Arlington,VA,22202,['English'],871575
71,56c66be5a73e492741506f72,Pentagon City Fashion Centre 3,-77.0601179,38.8639404,False,"['24 hours a day, 7 days a week']",1100 South Hayes Street,Arlington,VA,22202,"['French', 'Spanish', 'Hindustani', 'English']",478199
72,56c66be5a73e492741506f73,Pentagon Centre Mall 1,-77.0587467,38.8614551,False,"['24 hours a day, 7 days a week']",1201 South Hayes Street,Arlington,VA,22202,"['Portuguese', 'Hindustani', 'French', 'Spanish', 'Chinese', 'Korean', 'English']",573311
73,56c66be5a73e492741506f74,Pentagon Centre Mall 2,-77.0587467,38.8614551,False,"['24 hours a day, 7 days a week']",1201 South Hayes Street,Arlington,VA,22202,"['Spanish', 'Chinese', 'Korean', 'French', 'English']",726508
74,56c66be5a73e492741506f71,Pentagon City Fashion Centre 2,-77.0601179,38.8639404,False,"['24 hours a day, 7 days a week']",1100 South Hayes Street,Arlington,VA,22202,"['Portuguese', 'French', 'Korean', 'Chinese', 'Hindustani', 'English']",843408
75,56c66be5a73e492741506f75,17th and K Street 1,-77.0399522,38.902173,False,"['24 hours a day, 7 days a week']","1700 K Street, NW",Washington,DC,20006,['English'],96709
76,56c66be5a73e492741506f77,WMATA - Pentagon City 1,-77.0601093,38.8630559,True,"['24 hours a day, 7 days a week']",1250 South Hayes Street,Arlington,VA,22202,"['Portuguese', 'English']",672149
77,56c66be5a73e492741506f78,Pennsylvania Avenue 1,-77.040381,38.89952,False,"['24 hours a day, 7 days a week']",1717 Pennsylvania Avenue NW,Washington,DC,20006,"['Korean', 'Chinese', 'English']",129288
78,56c66be5a73e492741506f76,17th and K Street 2,-77.0399522,38.902173,False,"['24 hours a day, 7 days a week']","1700 K Street, NW",Washington,DC,20006,"['Korean', 'Chinese', 'Portuguese', 'English']",126483
79,56c66be5a73e492741506f7a,Washington Square 1,-77.04083159999999,38.9033865,False,"['24 hours a day, 7 days a week']",1050 Connecticut Avenue NW,Washington,DC,20036,"['Chinese', 'Spanish', 'Portuguese', 'Hindustani', 'English']",280484
80,56c66be5a73e492741506f79,Pennsylvania Avenue 2,-77.040381,38.89952,False,"['24 hours a day, 7 days a week']",1717 Pennsylvania Avenue NW,Washington,DC,20006,"['Chinese', 'Hindustani', 'English']",213420
81,56c66be5a73e492741506f7c,17th &amp; L 1,-77.03852479999999,38.9037384,True,"['24 hours a day, 7 days a week']",1100 17th Street NW,Washington,DC,20036,"['Portuguese', 'English']",312097
82,56c66be5a73e492741506f7b,WMATA - Farragut North 1,-77.0390135,38.9029004,True,"['24 hours a day, 7 days a week']","1001 Connecticut Avenue, NW",Washington,DC,20036,"['Hindustani', 'Korean', 'Chinese', 'English']",559776
83,56c66be5a73e492741506f7d,17th &amp; L 2,-77.03852479999999,38.9037384,False,"['24 hours a day, 7 days a week']",1100 17th Street NW,Washington,DC,20036,"['Hindustani', 'Chinese', 'English']",662561
84,56c66be5a73e492741506f7e,Reagan National Airport South Pier Connector,-77.04248179999999,38.8523336,True,"['Mon 8 AM - 6 PM', 'Tue 8 AM - 6 PM', 'Wed 8 AM - 6 PM', 'Thu 8 AM - 6 PM', 'Fri 8 AM - 6 PM', 'Sat 8 AM - 4 PM']",2401 Smith Boulevard,Arlington,VA,22202,"['Korean', 'Chinese', 'French', 'Spanish', 'Hindustani', 'Portuguese', 'English']",571831
85,56c66be5a73e492741506f7f,Reagan National Airport Center Pier Connector,-77.04248179999999,38.8523336,False,"['Mon 8 AM - 6 PM', 'Tue 8 AM - 6 PM', 'Wed 8 AM - 6 PM', 'Thu 8 AM - 6 PM', 'Fri 8 AM - 6 PM', 'Sat 8 AM - 4 PM']",2401 Smith Boulevard,Arlington,VA,22202,"['Hindustani', 'Korean', 'French', 'Chinese', 'Spanish', 'English']",622175
86,56c66be5a73e492741506f81,McPherson Square 1,-77.033287,38.902006,False,"['24 hours a day, 7 days a week']",925 15th Street,Washington,DC,20005,"['Chinese', 'Portuguese', 'Hindustani', 'French', 'English']",877173
87,56c66be5a73e492741506f82,Chevy Chase Circle 1,-77.0767568,38.9663478,True,"['24 hours a day, 7 days a week']",5714 Connecticut Avenue NW,Washington,DC,20015,"['French', 'Hindustani', 'English']",534958
88,56c66be5a73e492741506f83,Chevy Chase Circle 2,-77.0767568,38.9663478,False,"['24 hours a day, 7 days a week']",5714 Connecticut Avenue NW,Washington,DC,20015,"['Portuguese', 'Spanish', 'French', 'English']",254808
89,56c66be5a73e492741506f84,Crystal Gateway 1,-77.05074499999999,38.8615918,True,"['24 hours a day, 7 days a week']",1235 South Clark Street,Arlington,VA,22202,['English'],898400
90,56c66be5a73e492741506f80,Reagan National Airport North Pier Connector,-77.04248179999999,38.8523336,True,"['Mon 8 AM - 6 PM', 'Tue 8 AM - 6 PM', 'Wed 8 AM - 6 PM', 'Thu 8 AM - 6 PM', 'Fri 8 AM - 6 PM', 'Sat 8 AM - 4 PM']",2401 Smith Boulevard,Arlington,VA,22202,"['Portuguese', 'Korean', 'French', 'Hindustani', 'English']",101387
91,56c66be5a73e492741506f85,WMATA - McPherson Square 1,-77.0322568,38.9010349,True,"['24 hours a day, 7 days a week']","1400 Eye Street, NW",Washington,DC,20005,"['Korean', 'French', 'English']",192085
92,56c66be5a73e492741506f86,Crowne Plaza @ Natl Airport 1,-77.05180760000002,38.8596001,False,"['24 hours a day, 7 days a week']",1489 Jefferson Davis Highway,Arlington,VA,22202,"['French', 'Hindustani', 'English']",303729
93,56c66be5a73e492741506f87,WMATA - Crystal City 1,-77.05187459999999,38.8572168,True,"['24 hours a day, 7 days a week']",1750 South Clark Street,Arlington,VA,22202,"['Korean', 'Portuguese', 'Hindustani', 'English']",277630
94,56c66be5a73e492741506f88,International Trade Center 1,-77.0302118,38.8949053,True,"['24 hours a day, 7 days a week']",1300 Pennsylvania Avenue NW,Washington,DC,20004,"['Hindustani', 'Chinese', 'Korean', 'Portuguese', 'English']",214220
95,56c66be5a73e492741506f89,International Trade Center 2,-77.0302118,38.8949053,False,"['24 hours a day, 7 days a week']",1300 Pennsylvania Avenue NW,Washington,DC,20004,['English'],151918
96,56c66be5a73e492741506f8a,International Trade Center 3,-77.0302118,38.8949053,False,"['24 hours a day, 7 days a week']",1300 Pennsylvania Avenue NW,Washington,DC,20004,['English'],537465
97,56c66be5a73e492741506f8b,International Trade Center 4,-77.0302118,38.8949053,False,"['24 hours a day, 7 days a week']",1300 Pennsylvania Avenue NW,Washington,DC,20004,"['Korean', 'Chinese', 'Spanish', 'Hindustani', 'English']",445583
98,56c66be5a73e492741506f8d,WMATA - Metro Center 2,-77.0296178,38.8974207,False,"['24 hours a day, 7 days a week']","607 13th Street, NW",Washington,DC,20005,['English'],965979
99,56c66be5a73e492741506f8c,WMATA - Metro Center 1,-77.0296178,38.8974207,False,"['24 hours a day, 7 days a week']","607 13th Street, NW",Washington,DC,20005,['English'],800910
100,56c66be5a73e492741506f8e,WMATA - Metro Center 3,-77.0296178,38.8974207,True,"['24 hours a day, 7 days a week']","607 13th Street, NW",Washington,DC,20005,"['Chinese', 'Portuguese', 'Spanish', 'Korean', 'French', 'English']",954897
101,56c66be5a73e492741506f90,Columbia Square 1,-77.0282675,38.897154,True,"['24 hours a day, 7 days a week']","1200 F Street, NW",Washington,DC,20004,"['Hindustani', 'French', 'English']",25302
102,56c66be5a73e492741506f8f,WMATA - Columbia Heights 1,-77.0329064,38.9284645,True,"['24 hours a day, 7 days a week']","3030 14th Street, NW",Washington,DC,20009,"['Chinese', 'Spanish', 'English']",908108
103,56c66be5a73e492741506f91,Columbia Square 2,-77.0282675,38.897154,False,"['24 hours a day, 7 days a week']","1200 F Street, NW",Washington,DC,20004,"['French', 'Portuguese', 'Hindustani', 'English']",861723
104,56c66be5a73e492741506f92,WMATA - Federal Triangle 1,-77.0279673,38.8936604,True,"['24 hours a day, 7 days a week']","302 12th Street, NW",Washington,DC,20004,"['French', 'Hindustani', 'Chinese', 'Spanish', 'English']",963181
105,56c66be5a73e492741506f93,Crystal City II 1,-77.0497192,38.8550463,True,"['24 hours a day, 7 days a week']",2100 F Crystal Drive,Arlington,VA,22202,"['French', 'Chinese', 'Spanish', 'Hindustani', 'Portuguese', 'English']",625047
106,56c66be5a73e492741506f95,WMATA - Smithsonian 1,-77.0287341,38.8875558,False,"['24 hours a day, 7 days a week']","1200 Independence Avenue, SW",Washington,DC,20004,"['Hindustani', 'Spanish', 'French', 'Korean', 'Chinese', 'English']",109033
107,56c66be5a73e492741506f96,Holiday Inn - National Airport 1,-77.05329499999999,38.849464,True,"['24 hours a day, 7 days a week']",2650 Jefferson Davis Highway,Arlington,VA,22202,"['Portuguese', 'Korean', 'Hindustani', 'French', 'Spanish', 'English']",198091
108,56c66be5a73e492741506f97,Tyson's International Drive 1,-77.2258877,38.9175184,True,"['24 hours a day, 7 days a week']",8110 Fletcher Street,McLean,VA,22102,"['Hindustani', 'French', 'Portuguese', 'Spanish', 'Chinese', 'Korean', 'English']",398146
109,56c66be5a73e492741506f94,Crystal City II 2,-77.0497192,38.8550463,True,"['24 hours a day, 7 days a week']",2100 F Crystal Drive,Arlington,VA,22202,"['Chinese', 'Portuguese', 'French', 'Spanish', 'Korean', 'Hindustani', 'English']",740919
110,56c66be5a73e492741506f98,Tyson's International Drive 2,-77.2258877,38.9175184,False,"['24 hours a day, 7 days a week']",8110 Fletcher Street,McLean,VA,22102,"['Hindustani', 'Spanish', 'Portuguese', 'French', 'Chinese', 'English']",736335
111,56c66be5a73e492741506f9a,Bradlee Center 1,-77.0920119,38.8298056,True,"['24 hours a day, 7 days a week']",3690-A King Street,Alexandria,VA,22302,['English'],940203
112,56c66be5a73e492741506f99,New York Avenue 1,-76.99549979999999,38.912025,False,"['24 hours a day, 7 days a week']",901 New York Avenue,Washington,DC,20001,"['Korean', 'Hindustani', 'Chinese', 'Portuguese', 'French', 'Spanish', 'English']",426563
113,56c66be5a73e492741506f9b,Bradlee Center 2,-77.0920119,38.8298056,True,"['24 hours a day, 7 days a week']",3690-A King Street,Alexandria,VA,22302,"['Korean', 'Spanish', 'Chinese', 'Hindustani', 'French', 'Portuguese', 'English']",122918
114,56c66be5a73e492741506f9d,Bethesda Avenue 2,-77.0935135,38.9808356,False,"['24 hours a day, 7 days a week']",4708 Bethesda Avenue,Bethesda,MD,20814,"['Korean', 'Portuguese', 'French', 'English']",311095
115,56c66be5a73e492741506f9c,Bethesda Avenue 1,-77.0935135,38.9808356,True,"['24 hours a day, 7 days a week']",4708 Bethesda Avenue,Bethesda,MD,20814,"['French', 'Korean', 'Hindustani', 'Portuguese', 'English']",299498
116,56c66be5a73e492741506f9f,Market Square 1,-77.0223723,38.8944693,False,"['24 hours a day, 7 days a week']","701 Pennsylvania Avenue, NW",Washington,DC,20004,"['Spanish', 'French', 'Korean', 'Portuguese', 'Hindustani', 'English']",487373
117,56c66be5a73e492741506fa0,Market Square 2,-77.0223723,38.8944693,True,"['24 hours a day, 7 days a week']","701 Pennsylvania Avenue, NW",Washington,DC,20004,"['Chinese', 'Korean', 'Portuguese', 'Hindustani', 'English']",852963
118,56c66be5a73e492741506f9e,Bethesda Avenue 3,-77.0935135,38.9808356,False,"['24 hours a day, 7 days a week']",4708 Bethesda Avenue,Bethesda,MD,20814,"['Korean', 'Chinese', 'Hindustani', 'English']",733648
119,56c66be5a73e492741506fa1,WMATA - Archives 1,-77.0223723,38.8944693,True,"['24 hours a day, 7 days a week']","701 Pennsylvania Avenue, NW",Washington,DC,20004,"['Spanish', 'Chinese', 'Hindustani', 'French', 'English']",110600
120,56c66be5a73e492741506fa2,WMATA - Gallery Place 1,-77.0207781,38.89981590000001,False,"['24 hours a day, 7 days a week']","630 H Street, NW",Washington,DC,20001,"['French', 'Portuguese', 'Korean', 'Spanish', 'Chinese', 'English']",131728
121,56c66be5a73e492741506fa4,MCI Center 1,-77.0216171,38.8983998,False,"['24 hours a day, 7 days a week']",601 F Street NW,Washington,DC,20004,"['French', 'Hindustani', 'English']",231142
122,56c66be5a73e492741506fa3,Holiday Inn - Crowne Plaza 1,-77.2273577,38.9205947,True,"['24 hours a day, 7 days a week']",1960 Chain Bridge Road,McLean,VA,22102,"['Hindustani', 'French', 'Spanish', 'Chinese', 'Portuguese', 'English']",872657
